,ID,IL,IL_SMILE,mol%_IL,HL,HL_SMILE,mol%_HL,Chol,Chol_SMILE,mol%_Chol,PEG,PEG_SMILE,mol%_PEG,Fifth,Fifth_SMILE,mol%_Fifth,EE_before,EE_after,Aerosolization_Efficiency,mRNA_Recovery_Efficiency,cell_expression_before_1,cell_expression_before_2,cell_expression_after_1,cell_expression_after_2,AVG_before,AVG_after,Norm_before,Norm_after,备注,Unnamed: 29
51,2-F4,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.5,L-Arg-Uc12,CCCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCCNC(=N)N,5.0,63.04768781,47.33517217,27.69390942,36.8866717,151842,130499,14061,10179,141170.5,12120.0,0.21809113387059,0.048291181480412,,100
123,2-F76,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-Arg-Uc12,CCCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCCNC(=N)N,5.0,78.62615458,48.77475089,23.79760042,38.36234476,556470,613860,60358,55358,585165.0,57858.0,0.90400826200505,0.230530625255252,,100
66,2-F19,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.5,L-Val-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)C(C)C,5.0,66.31069813,66.17442184,43.46405229,43.55355997,901115,222641,271426,29125,561878.0,150275.5,0.868032698877878,0.598760845095676,,100
178,3-F35,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,43.4782608695652,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,8.69565217391304,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,33.4782608695652,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.30434782608696,L-Met-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCSC,13.0434782608696,82.57757363,88.88947452,34.23670321,31.80560911,2174952,2117877,824432,802663,2146414.5,813547.5,4.26374175375588,5.63617122983983,,100
379,5-F44,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DSPC,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,9.10852713178295,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.3759689922481,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.55038759689923,RSSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)N)O,2.90697674418605,80.6993400219006,87.2166716373397,85.7981113046668,79.3867826807541,35111,44538,26853,31185,39824.5,29019.0,0.290581608306397,0.78532671204146,,100
459,6-F31,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,L-Met-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCSC,2.9126213592233,68.7458404496724,95.8150806226116,23.9808712894384,17.2059047573228,1334693,1508170,325561,373202,1421431.5,349381.5,0.480034710056376,0.558075957616567,,100
359,5-F24,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.3759689922481,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.55038759689923,HA-DSSC,CCCCCCCCCCCCCCCCC(NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(=O)O)CS)=O,2.90697674418605,94.5765910794083,92.29592125895,71.6874541452678,73.4588803463876,197985,449335,111390,106611,323660.0,109000.5,2.3616026150849,2.94982612343207,,100
487,6-F60,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.3759689922481,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.55038759689923,DSSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC(=O)O)N)O,2.90697674418605,90.9123090211404,94.8654342133759,75.0486722217896,71.9213287455928,328854,226696,189719,178058,277775.0,183888.5,0.093807996787682,0.29372977885828,,100
36,1-F37,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.5,L-Met-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCSC,5.0,84.40165527,61.46352024,25.77935806,35.40019321,699863,507737,137427,86102,603800.0,111764.5,9.5344871147044,6.8952125362453,,100
168,3-F25,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.378640776699,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.45631067961165,L-Leu-UC12,CCCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC(C)C,2.9126213592233,85.26619146,80.62087941,25.35717201,26.81823244,2030577,2566167,867271,834235,2298372.0,850753.0,4.56559749389664,5.89392700770382,,100
235,3-F92,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,47.1698113207547,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.43396226415094,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,36.3207547169811,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.41509433962264,L-His-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)CC1=CN=CN1,5.66037735849057,78.8830691,74.48952765,45.39385848,48.07127912,2563318,3021591,954706,630941,2792454.5,792823.5,5.5470669095431,5.4925975447542,,100
455,6-F27,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,L-His-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)CC1=CN=CN1,2.9126213592233,89.9772720476091,91.4306419469775,50.3199002908185,49.5200215317444,1890276,1973133,1140375,1187322,1931704.5,1163848.5,0.652360109911801,1.85904481536116,,100
499,6-F72,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,41.3759689922481,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.55038759689923,L-NIHis,C1=CC=CC2C(/C=N/C3=CC=C(C(=O)NC(C(OC)=O)CC4=CNC=N4)C=C3)=C(O)C=CC1=2,2.90697674418605,92.9799721391217,95.8230748187663,68.8259855090262,66.7838954988696,256094,996149,864123,915699,626121.5,889911.0,0.211448847666991,1.42147747811065,,100
288,4-F49,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,38.1747572815534,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,41.4077669902913,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,15.2330097087379,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,2.27184466019417,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,2.9126213592233,76.1538237266393,77.4876014104292,51.7419601837672,50.8513367736669,10981,10020,2032,1310,10500.5,1671.0,0.235497942294538,0.33396622364345,,100
84,2-F37,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-Met-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCSC,5.0,76.47915044,61.63405828,39.35129339,48.8293903,544443,663065,55892,48860,603754.0,52376.0,0.93272599047892,0.208688029803468,,100
419,5-F86,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.7804878048781,DSPC,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,9.75609756097561,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.5609756097561,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.46341463414634,RRC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(N)=N)N)O,2.4390243902439,73.7282166632586,78.9151328601043,77.4268104776579,72.3377184013814,81981,70447,57330,38760,76214.0,48045.0,0.556099554180561,1.30021785313181,,100
435,6-F7,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,L-Met-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCSC,2.9126213592233,87.6330589175771,95.0902412599424,57.5898215571737,53.0735032186584,2797642,2719189,1228257,980548,2758415.5,1104402.5,0.931550472011851,1.7640902073568,,100
507,6-F81,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,41.3759689922481,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.55038759689923,DDC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(NC(=O)C(N)CC(=O)O)CC(=O)O)O,2.90697674418605,87.089722273539,86.9065145380935,33.3922573802369,33.4626516411109,135636,275591,92078,89867,205613.5,90972.5,0.069438180352818,0.145312688434485,,100
68,2-F21,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.5,L-Leu-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC(C)C,5.0,70.79199899,79.17451693,45.95625636,41.0906865,344141,324340,66860,72910,334240.5,69885.0,0.516360639301221,0.278451255590641,,100
256,4-F17,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,57.2169811320755,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,6.62264150943396,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,27.6132075471698,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,2.88679245283019,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,5.66037735849057,82.2272022065161,79.1389757623143,52.2335107240768,54.2718099001498,8356,9829,5432,6905,9092.5,6168.5,0.203920293349182,1.23283701409014,,100
323,4-F84,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,44.3203883495146,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,30.8640776699029,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,16.1553398058252,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,5.74757281553398,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,2.9126213592233,76.6305396539525,77.8045492355793,56.9195257580527,56.0606547887052,3016,3801,4582,4406,3408.5,4494.0,0.076443477578299,0.898171280103927,,100
247,4-F8,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,27.3396226415094,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,31.4811320754717,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,31.9245283018868,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,3.59433962264151,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,5.66037735849057,67.7089653870528,80.1495490695993,83.8892761127153,70.8682226986503,16600,19905,10989,14504,18252.5,12746.5,0.409354429953912,2.5475167382832,,100
440,6-F12,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,DSSC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC(=O)O)N)O,2.9126213592233,88.7297127864589,93.3480063250566,57.1568755724192,54.3290998165734,5192100,5054704,2564687,3097455,5123402.0,2831071.0,1.73023518444066,4.52214172589416,,100
223,3-F80,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,47.1698113207547,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.43396226415094,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,36.3207547169811,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.41509433962264,L-Met-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CCSC,5.66037735849057,87.33293876,89.79475485,42.19858156,41.0416638,4859877,4938666,799390,808809,4899271.5,804099.5,9.73215027085225,5.57071648284653,,100
180,3-F37,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,37.378640776699,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.45631067961165,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,2.9126213592233,86.53792292,78.6551376,28.99910996,31.90538875,3295813,3863834,996728,1387717,3579823.5,1192222.5,7.11113483813425,8.25959166989968,,100
183,3-F40,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,44.6428571428571,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,8.92857142857143,Cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,34.375,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.33928571428571,L-Tyr-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@@H](C(=O)OCC)CC1=CC=C(O)C=C1,10.7142857142857,85.21288429,82.85458283,43.66060269,44.90332047,510408,405001,127909,96367,457704.5,112138.0,0.909206393980267,0.776880230560328,,100
520,6-F94,ALC0315,OCCCCN(CCCCCCOC(C(CCCCCC)CCCCCCCC)=O)CCCCCCOC(C(CCCCCC)CCCCCCCC)=O,45.0581395348837,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.10852713178295,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,41.3759689922481,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.55038759689923,L-BQGA,C1=CC=C2N=C(C3=NC4=CC=CC=C4C(C(NC(CCC(=O)O)C(=O)O)=O)=C3)C=C(C(NC(CCC(=O)O)C(=O)O)=O)C2=C1,2.90697674418605,75.4071706893168,74.2108038875914,36.6171003717472,37.2074117680038,249585,448684,116013,226539,349134.5,171276.0,0.117906968065769,0.273583511767896,,100
74,2-F27,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,50.0,DOPC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,5.0,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,38.5,DMPE-PEG,CCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCC)=O)COP(OCCNC(OCCO)=O)(O)=O)=O,1.5,L-His-UC18,C(CCCCCC)CCCCCCCCCCCNC(=O)N[C@H](C(OCC)=O)CC1=CN=CN1,5.0,74.5495777,85.80203067,49.18562874,42.73521061,285196,574026,49502,79218,429611.0,64360.0,0.663696382128548,0.256437330039545,,100
467,6-F39,SM102,OCCN(CCCCCCCC(OC(CCCCCCCC)CCCCCCCC)=O)CCCCCC(OCCCCCCCCCCC)=O,48.5436893203884,DOPE,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,9.70873786407767,β-sitosterol,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,37.378640776699,DMG-PEG,CCCCCCCCCCCCCC(=O)OCC(COCCO)OC(=O)CCCCCCCCCCCCC,1.45631067961165,4RC-DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCCNC(=O)CCSSCC(C(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(N)=N)N)O,2.9126213592233,91.0545081566865,95.9552080316633,53.3190291001743,50.5958776985445,200564,188302,56046,51365,194433.0,53705.5,0.065662389485805,0.085785161325876,,100
